trading_date,range_type,direction,dr_high,dr_low,dr_range,confirmation_time,confirmation_price,extreme_type,extreme_time,maximum_retracement,maximum_retracement_percent,maximum_retracement_price,maximum_retracement_time
2024-10-28,RDR,SHORT,20461.031,20409.376,51.65499999999884,2024-10-28 10:50:00,20389.586,LOD,2024-10-29 08:35:00,0.0735649985480468,7.35649985480468,20413.176,2024-10-29 02:31:00
2024-10-29,ADR,SHORT,20375.187,20356.131,19.05600000000049,2024-10-28 22:45:00,20344.487,LOD,2024-10-30 17:25:00,1.0,100.0,20647.61,2024-10-29 20:56:00
2024-10-29,RDR,LONG,20458.889,20399.576,59.31299999999828,2024-10-29 10:45:00,20468.01,HOD,2024-10-29 20:56:00,0.0,0.0,20588.165,2024-10-29 18:09:00
2024-10-30,ADR,LONG,20633.186,20618.221,14.965000000000146,2024-10-29 20:35:00,20643.61,HOD,2024-10-30 20:23:00,1.0,100.0,20263.398,2024-10-30 19:07:00
2024-10-30,ODR,SHORT,20620.753,20580.71,40.04300000000149,2024-10-30 07:00:00,20569.586,LOD,2024-10-31 13:37:00,0.0,0.0,20324.989,2024-10-30 20:23:00
2024-10-30,RDR,SHORT,20549.297,20476.365,72.93199999999706,2024-10-30 12:30:00,20461.799,LOD,2024-10-31 13:37:00,0.0,0.0,20324.989,2024-10-30 20:23:00
2024-10-31,ADR,SHORT,20322.219,20289.842,32.37700000000041,2024-10-30 22:55:00,20283.264,LOD,2024-10-31 21:14:00,0.0,0.0,19972.886,2024-10-31 18:00:00
2024-10-31,ODR,LONG,20186.465,20155.143,31.32200000000012,2024-10-31 05:50:00,20197.964,HOD,2024-11-01 10:28:00,1.0,100.0,19892.131,2024-10-31 21:14:00
2024-10-31,RDR,SHORT,20008.989,19927.009,81.9800000000032,2024-10-31 10:45:00,19909.899,LOD,2024-10-31 21:14:00,0.5596121005123031,55.96121005123032,19972.886,2024-10-31 18:00:00
2024-11-04,ADR,LONG,20031.089,20004.376,26.712999999999735,2024-11-03 20:30:00,20044.442,HOD,2024-11-05 16:13:00,1.0,100.0,19924.865,2024-11-04 20:39:00
2024-11-04,ODR,LONG,20071.821,20024.008,47.81299999999828,2024-11-04 05:35:00,20090.498,HOD,2024-11-05 16:13:00,1.0,100.0,19924.865,2024-11-04 20:39:00
2024-11-04,RDR,LONG,20079.021,19921.453,157.5679999999993,2024-11-04 10:45:00,20089.176,HOD,2024-11-05 16:13:00,0.9783458570268058,97.83458570268057,19924.865,2024-11-04 20:39:00
2024-11-05,ADR,SHORT,19967.108,19939.509,27.59900000000198,2024-11-04 20:30:00,19929.889,LOD,2024-11-05 19:13:00,1.0,100.0,20245.789,2024-11-05 18:09:00
2024-11-05,ODR,LONG,20029.42,19989.042,40.37799999999697,2024-11-05 04:00:00,20032.189,HOD,2024-11-06 15:50:00,0.0,0.0,20205.51,2024-11-05 19:13:00
2024-11-05,RDR,LONG,20189.186,20034.842,154.34400000000096,2024-11-05 11:30:00,20209.831,HOD,2024-11-06 15:50:00,0.0,0.0,20205.51,2024-11-05 19:13:00
2024-11-06,ADR,LONG,20297.162,20252.131,45.03099999999904,2024-11-05 21:05:00,20307.208,HOD,2024-11-07 15:18:00,0.0,0.0,20736.943,2024-11-06 19:49:00
2024-11-06,ODR,SHORT,20585.564,20537.709,47.85499999999956,2024-11-06 06:45:00,20518.299,LOD,2024-11-06 19:49:00,1.0,100.0,20794.753,2024-11-06 18:00:00
2024-11-06,RDR,LONG,20673.854,20537.087,136.76699999999985,2024-11-06 11:35:00,20683.975,HOD,2024-11-07 15:18:00,0.0,0.0,20736.943,2024-11-06 19:49:00
2024-11-07,ADR,LONG,20762.865,20738.21,24.655000000002477,2024-11-06 20:30:00,20780.389,HOD,2024-11-08 14:40:00,0.0,0.0,21005.653,2024-11-08 06:07:00
2024-11-07,ODR,LONG,20834.387,20797.187,37.19999999999709,2024-11-07 07:10:00,20839.476,HOD,2024-11-08 14:40:00,0.0,0.0,21005.653,2024-11-08 06:07:00
2024-11-07,RDR,LONG,20997.431,20882.264,115.16700000000128,2024-11-07 10:45:00,21031.286,HOD,2024-11-08 14:40:00,0.0,0.0,21005.653,2024-11-08 06:07:00
2024-11-11,ODR,SHORT,21213.297,21181.287,32.0099999999984,2024-11-11 05:25:00,21173.021,LOD,2024-11-12 13:00:00,0.0,0.0,21143.999,2024-11-12 09:57:00
2024-11-11,RDR,SHORT,21173.708,21052.364,121.34399999999732,2024-11-11 13:00:00,21021.52,LOD,2024-11-12 13:00:00,0.7551671281645604,75.51671281645605,21143.999,2024-11-12 09:57:00
2024-11-12,ADR,LONG,21128.989,21094.01,34.979000000003,2024-11-11 20:35:00,21133.609,HOD,2024-11-13 13:56:00,1.0,100.0,20950.187,2024-11-13 10:07:00
2024-11-12,ODR,SHORT,21123.789,21088.586,35.20300000000134,2024-11-12 04:05:00,21085.889,LOD,2024-11-13 10:07:00,1.0,100.0,21133.687,2024-11-13 08:42:00
2024-11-12,RDR,SHORT,21128.753,21085.541,43.211999999999534,2024-11-12 11:05:00,21072.319,LOD,2024-11-13 10:07:00,1.0,100.0,21133.687,2024-11-13 08:42:00
2024-11-13,ADR,SHORT,21044.887,21033.443,11.443999999999503,2024-11-12 21:30:00,21027.476,LOD,2024-11-14 16:14:00,1.0,100.0,21079.01,2024-11-14 04:11:00
2024-11-13,RDR,LONG,21070.476,20983.089,87.3869999999988,2024-11-13 12:10:00,21086.053,HOD,2024-11-14 04:11:00,1.0,100.0,20979.175,2024-11-14 02:08:00
2024-11-14,ADR,SHORT,21046.342,21020.708,25.634000000001837,2024-11-13 21:05:00,21017.353,LOD,2024-11-15 13:58:00,0.0,0.0,20875.131,2024-11-14 18:00:00
2024-11-14,ODR,LONG,21055.089,21018.34,36.7489999999998,2024-11-14 04:00:00,21073.642,HOD,2024-11-14 18:00:00,1.0,100.0,20858.276,2024-11-14 18:00:00
2024-11-18,ADR,LONG,20533.41,20496.02,37.38999999999942,2024-11-17 22:00:00,20544.253,HOD,2024-11-19 13:57:00,1.0,100.0,20287.119,2024-11-19 09:01:00
2024-11-18,ODR,SHORT,20547.798,20499.032,48.76599999999962,2024-11-18 04:30:00,20475.587,LOD,2024-11-19 09:01:00,1.0,100.0,20600.553,2024-11-18 23:30:00
2024-11-18,RDR,LONG,20557.92,20421.208,136.7119999999995,2024-11-18 10:30:00,20596.698,HOD,2024-11-19 13:57:00,1.0,100.0,20287.119,2024-11-19 09:01:00
2024-11-19,ADR,LONG,20548.008,20517.309,30.699000000000524,2024-11-18 21:30:00,20553.753,HOD,2024-11-20 03:22:00,0.0,0.0,20662.832,2024-11-19 18:00:00
2024-11-19,ODR,SHORT,20590.297,20471.087,119.20999999999913,2024-11-19 04:25:00,20426.699,LOD,2024-11-20 10:20:00,1.0,100.0,20752.832,2024-11-20 03:22:00
2024-11-19,RDR,LONG,20512.731,20425.019,87.71199999999953,2024-11-19 10:30:00,20522.843,HOD,2024-11-20 03:22:00,0.0,0.0,20662.832,2024-11-19 18:00:00
2024-11-20,ADR,SHORT,20738.821,20716.586,22.235000000000586,2024-11-19 20:45:00,20704.665,LOD,2024-11-21 10:30:00,1.0,100.0,20821.208,2024-11-21 09:32:00
2024-11-20,ODR,SHORT,20743.521,20705.198,38.32300000000032,2024-11-20 04:45:00,20699.165,LOD,2024-11-21 10:30:00,1.0,100.0,20821.208,2024-11-21 09:32:00
2024-11-20,RDR,LONG,20661.575,20420.398,241.17699999999968,2024-11-20 15:55:00,20669.786,HOD,2024-11-21 09:32:00,0.6222276585246491,62.22276585246491,20511.508,2024-11-21 04:28:00
2024-11-21,ODR,SHORT,20600.497,20553.354,47.14300000000003,2024-11-21 04:05:00,20544.61,LOD,2024-11-22 05:10:00,1.0,100.0,20763.109,2024-11-21 22:26:00
2024-11-25,ADR,LONG,20886.965,20868.631,18.333999999998923,2024-11-24 22:15:00,20888.786,HOD,2024-11-26 09:50:00,1.0,100.0,20682.031,2024-11-25 20:03:00
2024-11-25,ODR,LONG,20884.064,20867.553,16.510999999998603,2024-11-25 04:40:00,20888.619,HOD,2024-11-26 09:50:00,1.0,100.0,20682.031,2024-11-25 20:03:00
2024-11-25,RDR,SHORT,20985.454,20814.765,170.68900000000212,2024-11-25 12:10:00,20768.932,LOD,2024-11-25 20:03:00,0.26239535060841596,26.239535060841597,20859.553,2024-11-25 18:18:00
2024-11-26,ADR,LONG,20751.109,20693.153,57.95600000000195,2024-11-25 20:30:00,20757.72,HOD,2024-11-26 21:28:00,0.0,0.0,20893.554,2024-11-26 18:01:00
2024-11-26,ODR,LONG,20817.009,20788.476,28.532999999999447,2024-11-26 05:00:00,20822.554,HOD,2024-11-26 21:28:00,0.0,0.0,20893.554,2024-11-26 18:01:00
2024-11-26,RDR,SHORT,20943.976,20848.489,95.48699999999737,2024-11-26 14:20:00,20832.132,LOD,2024-11-27 12:09:00,0.9965126142825856,99.65126142825856,20943.643,2024-11-26 21:28:00
2024-11-27,ADR,LONG,20916.219,20900.687,15.531999999999243,2024-11-26 20:40:00,20921.086,HOD,2024-11-28 11:13:00,1.0,100.0,20746.565,2024-11-27 18:00:00
2024-11-27,ODR,SHORT,20903.519,20852.831,50.68800000000192,2024-11-27 04:25:00,20843.408,LOD,2024-11-27 18:00:00,0.0,0.0,20756.365,2024-11-27 18:00:00
2024-11-27,RDR,SHORT,20861.875,20705.108,156.76699999999985,2024-11-27 10:35:00,20667.408,LOD,2024-11-27 18:00:00,0.3269629450075684,32.69629450075684,20756.365,2024-11-27 18:00:00
2024-11-28,ADR,LONG,20787.531,20779.409,8.121999999999389,2024-11-27 20:45:00,20789.932,HOD,2024-11-29 12:51:00,1.0,100.0,20747.765,2024-11-29 09:32:00
2024-11-28,ODR,LONG,20799.676,20782.187,17.48899999999776,2024-11-28 07:55:00,20807.299,HOD,2024-11-29 12:51:00,1.0,100.0,20747.765,2024-11-29 09:32:00
2024-11-28,RDR,LONG,20834.554,20808.321,26.23300000000017,2024-11-28 10:45:00,20838.621,HOD,2024-11-29 12:51:00,1.0,100.0,20747.765,2024-11-29 09:32:00
2024-12-02,ADR,SHORT,20913.297,20889.71,23.58699999999953,2024-12-02 01:40:00,20883.375,LOD,2024-12-03 09:31:00,1.0,100.0,21184.419,2024-12-03 03:10:00
2024-12-02,ODR,SHORT,20912.665,20895.775,16.889999999999418,2024-12-02 05:00:00,20890.021,LOD,2024-12-03 09:31:00,1.0,100.0,21184.419,2024-12-03 03:10:00
2024-12-02,RDR,LONG,21131.754,20985.297,146.45700000000215,2024-12-02 10:30:00,21136.753,HOD,2024-12-03 16:14:00,0.37304464791714453,37.30446479171445,21077.119,2024-12-03 09:31:00
2024-12-03,ADR,LONG,21161.053,21145.997,15.056000000000497,2024-12-02 20:40:00,21164.943,HOD,2024-12-04 15:50:00,0.0,0.0,21252.92,2024-12-03 18:00:00
2024-12-03,ODR,SHORT,21183.199,21155.176,28.023000000001048,2024-12-03 05:30:00,21147.987,LOD,2024-12-03 18:00:00,1.0,100.0,21266.542,2024-12-03 18:00:00
2024-12-03,RDR,LONG,21159.32,21101.387,57.9330000000009,2024-12-03 11:25:00,21195.842,HOD,2024-12-04 15:50:00,0.0,0.0,21252.92,2024-12-03 18:00:00
2024-12-04,ADR,LONG,21279.175,21264.486,14.688999999998488,2024-12-03 21:55:00,21282.654,HOD,2024-12-05 12:52:00,0.0,0.0,21436.608,2024-12-05 10:50:00
2024-12-04,ODR,LONG,21332.032,21295.042,36.98999999999796,2024-12-04 04:10:00,21344.032,HOD,2024-12-05 12:52:00,0.0,0.0,21436.608,2024-12-05 10:50:00
2024-12-04,RDR,LONG,21404.532,21336.398,68.1339999999982,2024-12-04 10:30:00,21424.553,HOD,2024-12-05 12:52:00,0.0,0.0,21436.608,2024-12-05 10:50:00
2024-12-05,ADR,LONG,21459.853,21445.053,14.799999999999272,2024-12-04 20:30:00,21461.642,HOD,2024-12-06 13:24:00,1.0,100.0,21377.132,2024-12-05 18:09:00
2024-12-05,ODR,LONG,21454.719,21441.643,13.076000000000931,2024-12-05 05:00:00,21458.086,HOD,2024-12-06 13:24:00,1.0,100.0,21377.132,2024-12-05 18:09:00
2024-12-05,RDR,LONG,21489.432,21455.064,34.36800000000221,2024-12-05 12:10:00,21507.92,HOD,2024-12-06 13:24:00,1.0,100.0,21377.132,2024-12-05 18:09:00
2024-12-09,ADR,LONG,21608.965,21585.91,23.05500000000029,2024-12-09 01:40:00,21610.686,HOD,2024-12-10 10:16:00,1.0,100.0,21409.453,2024-12-10 03:31:00
2024-12-09,ODR,SHORT,21660.319,21640.21,20.10900000000038,2024-12-09 04:05:00,21624.031,LOD,2024-12-10 15:32:00,0.0,0.0,21569.487,2024-12-10 10:16:00
2024-12-09,RDR,SHORT,21601.942,21514.621,87.32099999999991,2024-12-09 10:35:00,21488.986,LOD,2024-12-10 15:32:00,0.6283253741940868,62.83253741940869,21569.487,2024-12-10 10:16:00
2024-12-10,ADR,SHORT,21445.343,21427.31,18.032999999999447,2024-12-09 20:35:00,21425.689,LOD,2024-12-11 02:37:00,0.0,0.0,21408.799,2024-12-11 02:01:00
2024-12-10,ODR,LONG,21425.008,21413.386,11.622000000003029,2024-12-10 05:00:00,21430.531,HOD,2024-12-11 15:17:00,1.0,100.0,21364.864,2024-12-11 02:37:00
2024-12-10,RDR,SHORT,21563.065,21486.898,76.16699999999764,2024-12-10 11:05:00,21438.021,LOD,2024-12-11 02:37:00,0.0,0.0,21408.799,2024-12-11 02:01:00
2024-12-11,ADR,LONG,21390.52,21369.531,20.9890000000014,2024-12-10 22:15:00,21395.054,HOD,2024-12-12 01:02:00,0.0,0.0,21707.608,2024-12-11 19:51:00
2024-12-11,ODR,LONG,21402.109,21378.908,23.20100000000093,2024-12-11 04:05:00,21407.832,HOD,2024-12-12 01:02:00,0.0,0.0,21707.608,2024-12-11 19:51:00
2024-12-11,RDR,LONG,21696.664,21548.575,148.08899999999994,2024-12-11 11:10:00,21702.254,HOD,2024-12-12 01:02:00,0.0,0.0,21707.608,2024-12-11 19:51:00
2024-12-12,ADR,LONG,21722.554,21709.721,12.83299999999872,2024-12-11 22:25:00,21726.221,HOD,2024-12-13 09:49:00,1.0,100.0,21672.931,2024-12-12 23:02:00
2024-12-12,ODR,SHORT,21733.909,21712.887,21.022000000000844,2024-12-12 04:30:00,21704.31,LOD,2024-12-13 11:08:00,1.0,100.0,21883.743,2024-12-13 09:49:00
2024-12-12,RDR,LONG,21673.397,21615.143,58.254000000000815,2024-12-12 10:55:00,21687.243,HOD,2024-12-13 09:49:00,0.00799945068150415,0.799945068150415,21672.931,2024-12-12 23:02:00
2024-12-16,ADR,LONG,21788.398,21770.454,17.943999999999505,2024-12-15 20:55:00,21793.399,HOD,2024-12-16 23:22:00,0.0,0.0,22061.287,2024-12-16 18:19:00
2024-12-16,ODR,LONG,21796.865,21780.331,16.53400000000329,2024-12-16 04:05:00,21799.81,HOD,2024-12-16 23:22:00,0.0,0.0,22061.287,2024-12-16 18:19:00
2024-12-16,RDR,LONG,21975.042,21879.197,95.84500000000116,2024-12-16 10:30:00,21996.354,HOD,2024-12-16 23:22:00,0.0,0.0,22061.287,2024-12-16 18:19:00
2024-12-17,ADR,LONG,22087.787,22068.131,19.65599999999904,2024-12-16 20:30:00,22092.597,HOD,2024-12-18 07:24:00,1.0,100.0,21884.264,2024-12-17 18:05:00
2024-12-17,ODR,LONG,22044.732,22021.632,23.099999999998545,2024-12-17 04:30:00,22054.321,HOD,2024-12-18 07:24:00,1.0,100.0,21884.264,2024-12-17 18:05:00
2024-12-17,RDR,LONG,22038.754,21925.51,113.24400000000242,2024-12-17 11:35:00,22055.286,HOD,2024-12-18 07:24:00,1.0,100.0,21884.264,2024-12-17 18:05:00
2024-12-18,ADR,LONG,21982.389,21960.319,22.06999999999971,2024-12-17 20:35:00,21991.076,HOD,2024-12-19 09:32:00,1.0,100.0,21130.887,2024-12-18 22:09:00
2024-12-18,ODR,SHORT,22033.999,22006.62,27.37900000000081,2024-12-18 04:00:00,22002.319,LOD,2024-12-19 16:14:00,0.0,0.0,21400.409,2024-12-19 09:32:00
2024-12-18,RDR,LONG,21998.053,21909.343,88.70999999999913,2024-12-18 10:35:00,22001.575,HOD,2024-12-19 09:32:00,1.0,100.0,21130.887,2024-12-18 22:09:00
2024-12-19,ADR,SHORT,21249.219,21185.72,63.4989999999998,2024-12-18 20:30:00,21182.564,LOD,2024-12-20 07:24:00,0.0,0.0,21150.919,2024-12-19 18:00:00
2024-12-19,ODR,LONG,21289.021,21241.676,47.34500000000117,2024-12-19 04:00:00,21294.209,HOD,2024-12-20 12:28:00,1.0,100.0,20733.82,2024-12-20 07:24:00
2024-12-19,RDR,SHORT,21376.698,21215.142,161.5560000000005,2024-12-19 10:30:00,21201.598,LOD,2024-12-20 07:24:00,0.0,0.0,21150.919,2024-12-19 18:00:00
2024-12-23,ADR,LONG,21390.953,21333.586,57.36700000000201,2024-12-22 20:30:00,21393.92,HOD,2024-12-24 13:13:00,0.0,0.0,21449.043,2024-12-23 19:14:00
2024-12-23,ODR,SHORT,21441.553,21400.153,41.400000000001455,2024-12-23 04:15:00,21392.097,LOD,2024-12-23 19:14:00,1.0,100.0,21499.709,2024-12-23 18:20:00
2024-12-23,RDR,LONG,21391.773,21254.132,137.64099999999962,2024-12-23 11:40:00,21416.776,HOD,2024-12-24 13:13:00,0.0,0.0,21449.043,2024-12-23 19:14:00
2024-12-26,ADR,LONG,21816.221,21802.797,13.424000000002708,2024-12-25 21:40:00,21824.399,HOD,2024-12-26 19:03:00,1.0,100.0,21745.121,2024-12-26 18:12:00
2024-12-26,ODR,SHORT,21833.108,21738.175,94.9330000000009,2024-12-26 04:10:00,21709.986,LOD,2024-12-27 10:33:00,0.41609345538432185,41.60934553843219,21777.676,2024-12-26 19:03:00
2024-12-26,RDR,LONG,21755.576,21644.632,110.9439999999995,2024-12-26 10:35:00,21766.232,HOD,2024-12-26 19:03:00,0.09423673204501183,9.423673204501183,21745.121,2024-12-26 18:12:00
2024-12-30,ADR,SHORT,21500.308,21460.465,39.84300000000076,2024-12-29 22:10:00,21459.889,LOD,2024-12-31 14:43:00,0.0,0.0,21309.675,2024-12-31 07:09:00
2024-12-30,ODR,SHORT,21446.789,21412.762,34.02700000000186,2024-12-30 07:20:00,21394.531,LOD,2024-12-31 14:43:00,0.0,0.0,21309.675,2024-12-31 07:09:00
2024-12-30,RDR,LONG,21188.186,21049.92,138.26600000000326,2024-12-30 11:15:00,21195.765,HOD,2024-12-31 07:09:00,0.4319355445301098,43.19355445301098,21128.464,2024-12-30 18:07:00
